name,album,duration_ms,popularity,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
One - November 1987 / Writing In Progress,And Justice for All (Remastered Deluxe Box Set),137920,14,1988/08/25,0.617,0.534,-15.639,0.0442,0.113,0.42,0.0664,0.377,97.551
Dyers Eve - November 1987 / Writing In Progress,And Justice for All (Remastered Deluxe Box Set),342627,14,1988/08/25,0.16,0.948,-8.633,0.0574,1.26E-05,0.869,0.303,0.842,182.334
Eye of the Beholder - November 1987 / Writing In Progress,And Justice for All (Remastered Deluxe Box Set),411627,13,1988/08/25,0.406,0.867,-8.248,0.0436,0.000319,0.878,0.309,0.68,121.533
To Live is to Die - November 1987 / Writing In Progress,And Justice for All (Remastered Deluxe Box Set),55320,13,1988/08/25,0.639,0.557,-12.418,0.219,0.00683,0.217,0.164,0.685,121.19
The Shortest Straw - December 1987 / Writing In Progress,And Justice for All (Remastered Deluxe Box Set),405907,14,1988/08/25,0.292,0.939,-10.064,0.0404,0.000174,0.882,0.118,0.856,143.385
Harvester of Sorrow - December 1987 / Writing In Progress,And Justice for All (Remastered Deluxe Box Set),321720,13,1988/08/25,0.493,0.947,-7.003,0.0481,0.00962,0.915,0.387,0.461,97.477
Blackened - November 1987 Demo,And Justice for All (Remastered Deluxe Box Set),358067,15,1988/08/25,0.309,0.844,-10.196,0.0692,0.000974,0.807,0.151,0.767,135.814
...And Justice for All - November 1987 Demo,And Justice for All (Remastered Deluxe Box Set),498187,13,1988/08/25,0.241,0.843,-10.756,0.0531,0.000232,0.859,0.157,0.882,180.679
Eye of the Beholder - November 1987 Demo,And Justice for All (Remastered Deluxe Box Set),390240,12,1988/08/25,0.369,0.825,-10.771,0.0847,0.000526,0.842,0.335,0.702,124.708
One - November 1987 Demo,And Justice for All (Remastered Deluxe Box Set),427947,15,1988/08/25,0.38,0.684,-10.332,0.0611,0.00111,0.763,0.249,0.657,104.377
The Frayed Ends of Sanity - November 1987 Demo,And Justice for All (Remastered Deluxe Box Set),457747,13,1988/08/25,0.437,0.82,-10.28,0.06,0.000123,0.871,0.27,0.838,95.339
Eye of the Beholder - January 1988 Demo,And Justice for All (Remastered Deluxe Box Set),392773,12,1988/08/25,0.533,0.92,-9.191,0.106,9.15E-05,0.84,0.133,0.536,122.756
The Shortest Straw - January 1988 Demo,And Justice for All (Remastered Deluxe Box Set),407800,12,1988/08/25,0.358,0.931,-8.152,0.163,0.000347,0.863,0.109,0.507,142.999
Harvester of Sorrow - January 1988 Demo,And Justice for All (Remastered Deluxe Box Set),350880,12,1988/08/25,0.506,0.892,-8.578,0.0554,0.000248,0.844,0.16,0.724,93.867
Dyers Eve - January 1988 Demo,And Justice for All (Remastered Deluxe Box Set),361160,14,1988/08/25,0.263,0.928,-8.489,0.129,9.39E-06,0.827,0.132,0.682,180.472
To Live is to Die - January 1988 Demo,And Justice for All (Remastered Deluxe Box Set),604533,13,1988/08/25,0.429,0.664,-9.906,0.0517,0.00923,0.749,0.126,0.382,102.541
Blackened - Work In Progress Rough Mix,And Justice for All (Remastered Deluxe Box Set),361509,17,1988/08/25,0.44,0.86,-7.227,0.0648,0.000197,0.00989,0.346,0.707,130.209
...And Justice for All - Work In Progress Rough Mix,And Justice for All (Remastered Deluxe Box Set),589577,14,1988/08/25,0.309,0.742,-9.906,0.0611,0.00057,0.373,0.0828,0.638,173.062
Eye of the Beholder - Work In Progress Rough Mix,And Justice for All (Remastered Deluxe Box Set),392085,15,1988/08/25,0.615,0.794,-7.889,0.0327,0.00162,0.0285,0.0669,0.663,122.61
One - Work In Progress Rough Mix,And Justice for All (Remastered Deluxe Box Set),433847,18,1988/08/25,0.444,0.84,-8.143,0.0425,0.000203,0.107,0.157,0.595,109.15
The Shortest Straw - Work In Progress Rough Mix,And Justice for All (Remastered Deluxe Box Set),399131,14,1988/08/25,0.46,0.845,-7.13,0.072,0.000442,0.306,0.058,0.779,143.382
Harvester of Sorrow - Work In Progress Rough Mix,And Justice for All (Remastered Deluxe Box Set),347687,14,1988/08/25,0.63,0.847,-8.541,0.0596,0.00141,0.106,0.262,0.623,93.559
The Frayed Ends of Sanity - Work In Progress Rough Mix,And Justice for All (Remastered Deluxe Box Set),462382,14,1988/08/25,0.408,0.801,-10.189,0.0429,6.24E-05,0.891,0.116,0.879,94.515
To Live is to Die - Acoustic Intro / Work In Progress Rough Mix,And Justice for All (Remastered Deluxe Box Set),159614,25,1988/08/25,0.925,0.112,-17.769,0.0719,0.827,0.703,0.212,0.446,108.653
To Live is to Die - Work In Progress Rough Mix,And Justice for All (Remastered Deluxe Box Set),536760,14,1988/08/25,0.443,0.506,-11.401,0.0327,5.98E-05,0.884,0.0948,0.448,102.979
Dyers Eve - Work In Progress Rough Mix,And Justice for All (Remastered Deluxe Box Set),323864,14,1988/08/25,0.489,0.787,-7.603,0.0404,0.000105,0.0257,0.17,0.744,96.148
Breadfan - Work In Progress Rough Mix,And Justice for All (Remastered Deluxe Box Set),337960,13,1988/08/25,0.374,0.931,-8.163,0.0631,0.000243,0.898,0.24,0.184,101.89
The Prince - Work In Progress Rough Mix,And Justice for All (Remastered Deluxe Box Set),265704,12,1988/08/25,0.191,0.998,-7.589,0.0604,1.47E-05,0.888,0.333,0.244,164.009
"Creeping Death - Live At The Troubadour, West Hollywood, CA / May 24th, 1988",And Justice for All (Remastered Deluxe Box Set),414593,12,1988/08/25,0.297,0.947,-9.141,0.132,0.00871,0.014,0.372,0.181,112.216
"For Whom the Bell Tolls - Live At The Troubadour, West Hollywood, CA / May 24th, 1988",And Justice for All (Remastered Deluxe Box Set),272873,13,1988/08/25,0.305,0.934,-8.924,0.147,0.021,0.00323,0.614,0.327,134.967
"Welcome Home (Sanitarium) - Live At The Troubadour, West Hollywood, CA / May 24th, 1988",And Justice for All (Remastered Deluxe Box Set),419805,12,1988/08/25,0.292,0.843,-10.612,0.0946,0.0276,7.35E-05,0.907,0.326,104.601
"The Four Horsemen - Live At The Troubadour, West Hollywood, CA / May 24th, 1988",And Justice for All (Remastered Deluxe Box Set),349684,12,1988/08/25,0.323,0.922,-10.209,0.118,0.0647,7.14E-05,0.731,0.204,114.222
"Whiplash - Live At The Troubadour, West Hollywood, CA / May 24th, 1988",And Justice for All (Remastered Deluxe Box Set),258961,12,1988/08/25,0.194,0.929,-10.043,0.124,0.0275,0.000762,0.933,0.207,175.089
"Fade To Black - Live At The Troubadour, West Hollywood, CA / May 24th, 1988",And Justice for All (Remastered Deluxe Box Set),440783,13,1988/08/25,0.293,0.857,-10.154,0.093,0.00685,0.00148,0.953,0.352,115.855
"Seek & Destroy - Live At The Troubadour, West Hollywood, CA / May 24th, 1988",And Justice for All (Remastered Deluxe Box Set),438764,12,1988/08/25,0.245,0.913,-9.768,0.106,0.2,9.66E-05,0.898,0.535,153.252
"Master of Puppets - Live At The Troubadour, West Hollywood, CA / May 24th, 1988",And Justice for All (Remastered Deluxe Box Set),540911,12,1988/08/25,0.293,0.929,-8.413,0.0823,0.0682,0.000201,0.785,0.42,110.922
"Encore Jam - Live At The Troubadour, West Hollywood, CA / May 24th, 1988",And Justice for All (Remastered Deluxe Box Set),86599,11,1988/08/25,0.428,0.675,-14.286,0.125,0.0214,0.924,0.687,0.188,124.111
"Last Caress - Live At The Troubadour, West Hollywood, CA / May 24th, 1988",And Justice for All (Remastered Deluxe Box Set),81572,12,1988/08/25,0.422,0.881,-6.975,0.0521,0.264,0,0.927,0.587,102.677
"Am I Evil? - Live At The Troubadour, West Hollywood, CA / May 24th, 1988",And Justice for All (Remastered Deluxe Box Set),224850,11,1988/08/25,0.22,0.899,-8.027,0.0983,0.131,0.0023,0.252,0.462,87.146
"Battery - Live At The Troubadour, West Hollywood, CA / May 24th, 1988",And Justice for All (Remastered Deluxe Box Set),315870,12,1988/08/25,0.255,0.963,-8.087,0.0971,0.0127,0.0013,0.687,0.211,100.205
"Encore Jam 2 - Live At The Troubadour, West Hollywood, CA / May 24th, 1988",And Justice for All (Remastered Deluxe Box Set),64892,11,1988/08/25,0.253,0.821,-9.485,0.071,0.145,0.00697,0.96,0.512,94.29
"Harvester of Sorrow - Live At The Troubadour, West Hollywood, CA / May 24th, 1988",And Justice for All (Remastered Deluxe Box Set),407681,12,1988/08/25,0.309,0.864,-8.672,0.115,0.173,0.000948,0.843,0.385,99.738
"Leper Messiah - Live At The Troubadour, West Hollywood, CA / May 24th, 1988",And Justice for All (Remastered Deluxe Box Set),335345,13,1988/08/25,0.294,0.89,-8.344,0.152,0.075,0.0047,0.614,0.522,142.921
"Blitzkrieg - Live At The Troubadour, West Hollywood, CA / May 24th, 1988",And Justice for All (Remastered Deluxe Box Set),338880,13,1988/08/25,0.279,0.903,-9.837,0.104,0.0232,0.0862,0.949,0.213,106.625
Breadfan - Remastered,And Justice for All (Remastered Deluxe Box Set),343780,39,1988/08/25,0.371,0.855,-10.184,0.0693,0.000252,0.129,0.601,0.225,122.63
The Prince - Remastered,And Justice for All (Remastered Deluxe Box Set),266312,30,1988/08/25,0.262,0.915,-8.934,0.088,3.65E-05,0.0438,0.096,0.621,164.204
"For Whom the Bell Tolls - Live At Reunion Arena, Dallas, TX / February 5th, 1989",And Justice for All (Remastered Deluxe Box Set),287337,13,1988/08/25,0.292,0.969,-8.188,0.0745,0.000266,0.04,0.141,0.155,139.397
"Welcome Home (Sanitarium) - Live At Reunion Arena, Dallas, TX / February 5th, 1989",And Justice for All (Remastered Deluxe Box Set),366433,12,1988/08/25,0.311,0.956,-7.978,0.0904,6.14E-05,0.077,0.979,0.224,121.047
"Seek & Destroy - Live At Reunion Arena, Dallas, TX / February 5th, 1989",And Justice for All (Remastered Deluxe Box Set),523039,11,1988/08/25,0.279,0.974,-9.031,0.15,0.000387,0.0652,0.994,0.153,152.878
"Creeping Death - Live At Reunion Arena, Dallas, TX / February 5th, 1989",And Justice for All (Remastered Deluxe Box Set),490556,12,1988/08/25,0.31,0.985,-8.009,0.0738,2.56E-05,0.254,0.367,0.0822,118.944
"Harvester of Sorrow - Live At Seattle Coliseum, Seattle, WA / August 29th, 1989",And Justice for All (Remastered Deluxe Box Set),379006,11,1988/08/25,0.351,0.881,-10.465,0.0528,0.134,0.00217,0.419,0.253,97.563
"One - Live At Seattle Coliseum, Seattle, WA / August 29th, 1989",And Justice for All (Remastered Deluxe Box Set),432166,12,1988/08/25,0.377,0.901,-10.615,0.0686,0.023,0.0203,0.368,0.384,120.523
"Breadfan - Live At Seattle Coliseum, Seattle, WA / August 30th, 1989",And Justice for All (Remastered Deluxe Box Set),256665,11,1988/08/25,0.28,0.932,-10.585,0.081,0.00838,0.000153,0.662,0.151,112.333
"Last Caress - Live At Seattle Coliseum, Seattle, WA / August 30th, 1989",And Justice for All (Remastered Deluxe Box Set),99888,11,1988/08/25,0.377,0.953,-10.243,0.0519,0.0354,0,0.378,0.51,104.604
"Welcome Home (Sanitarium) - Live At Hammersmith Odeon, London, England / October 10th, 1988",And Justice for All (Remastered Deluxe Box Set),387219,12,1988/08/25,0.329,0.846,-10.494,0.0728,0.0027,0.544,0.991,0.237,119.73
"The Four Horsemen - Live At Hammersmith Odeon, London, England / October 10th, 1988",And Justice for All (Remastered Deluxe Box Set),314477,11,1988/08/25,0.388,0.872,-10.598,0.0922,0.000202,0.0128,0.693,0.254,115.704
"Harvester of Sorrow - Live At Hammersmith Odeon, London, England / October 10th, 1988",And Justice for All (Remastered Deluxe Box Set),320299,11,1988/08/25,0.426,0.868,-9.834,0.0422,0.00388,0.282,0.739,0.352,102.591
"Eye of the Beholder - Live At Hammersmith Odeon, London, England / October 10th, 1988",And Justice for All (Remastered Deluxe Box Set),364982,38,1988/08/25,0.392,0.834,-9.324,0.0483,0.01,0.0927,0.773,0.318,127.417
"Bass Solo - Live At Hammersmith Odeon, London, England / October 10th, 1988",And Justice for All (Remastered Deluxe Box Set),406268,11,1988/08/25,0.278,0.232,-19.54,0.0505,0.432,0.79,0.764,0.116,92.796
"Master of Puppets - Live At Hammersmith Odeon, London, England / October 10th, 1988",And Justice for All (Remastered Deluxe Box Set),457458,12,1988/08/25,0.326,0.93,-9.347,0.0748,0.000762,0.34,0.379,0.291,113.991
"Damage, Inc. - Live At Hammersmith Odeon, London, England / October 10th, 1988",And Justice for All (Remastered Deluxe Box Set),238178,13,1988/08/25,0.27,0.939,-9.926,0.0604,0.0012,0.0756,0.137,0.164,97.49
"One - Live At Hammersmith Odeon, London, England / October 10th, 1988",And Justice for All (Remastered Deluxe Box Set),492632,12,1988/08/25,0.422,0.888,-10.496,0.0968,0.0102,0.149,0.984,0.153,124.483
"Seek & Destroy - Live At Hammersmith Odeon, London, England / October 10th, 1988",And Justice for All (Remastered Deluxe Box Set),417181,11,1988/08/25,0.342,0.858,-9.624,0.0755,0.0178,0.195,0.886,0.534,154.342
"...And Justice for All - Live At Hammersmith Odeon, London, England / October 10th, 1988",And Justice for All (Remastered Deluxe Box Set),425095,11,1988/08/25,0.324,0.838,-9.685,0.0516,0.00301,0.305,0.676,0.217,91.49
"Encore Jam - Live At Hammersmith Odeon, London, England / October 10th, 1988",And Justice for All (Remastered Deluxe Box Set),62255,11,1988/08/25,0.272,0.467,-16.122,0.088,0.0189,0.0669,0.922,0.479,140.492
"Creeping Death - Live At Hammersmith Odeon, London, England / October 10th, 1988",And Justice for All (Remastered Deluxe Box Set),433178,11,1988/08/25,0.333,0.882,-10.526,0.0635,0.00628,0.428,0.321,0.328,117.988
"Fade To Black - Live At Hammersmith Odeon, London, England / October 10th, 1988",And Justice for All (Remastered Deluxe Box Set),406509,13,1988/08/25,0.323,0.718,-10.855,0.0468,0.00949,0.313,0.118,0.218,110.765
"Guitar Solo - Live At Hammersmith Odeon, London, England / October 10th, 1988",And Justice for All (Remastered Deluxe Box Set),375602,10,1988/08/25,0.25,0.663,-12.142,0.118,0.492,0.696,0.342,0.354,135.864
"Battery - Live At Hammersmith Odeon, London, England / October 10th, 1988",And Justice for All (Remastered Deluxe Box Set),293955,11,1988/08/25,0.32,0.921,-10.642,0.0565,0.00846,0.438,0.681,0.121,103.823
"Encore Jam 2 - Live At Hammersmith Odeon, London, England / October 10th, 1988",And Justice for All (Remastered Deluxe Box Set),211831,11,1988/08/25,0.386,0.697,-12.892,0.0882,0.0192,0.238,0.459,0.26,103.546
"Last Caress - Live At Hammersmith Odeon, London, England / October 10th, 1988",And Justice for All (Remastered Deluxe Box Set),80445,11,1988/08/25,0.455,0.873,-10.855,0.0476,0.0821,0.204,0.391,0.582,105.789
"Am I Evil? - Live At Hammersmith Odeon, London, England / October 10th, 1988",And Justice for All (Remastered Deluxe Box Set),225080,10,1988/08/25,0.34,0.87,-11.285,0.0533,0.109,0.735,0.382,0.406,89.737
"Whiplash - Live At Hammersmith Odeon, London, England / October 10th, 1988",And Justice for All (Remastered Deluxe Box Set),240896,11,1988/08/25,0.186,0.91,-10.955,0.0889,0.0104,0.352,0.062,0.139,197.547
Eye of the Beholder - Radio Edit,And Justice for All (Remastered Deluxe Box Set),358164,14,1988/08/25,0.656,0.784,-8.215,0.0676,0.00204,0.00067,0.189,0.594,122.821
One - Radio Edit,And Justice for All (Remastered Deluxe Box Set),302397,38,1988/08/25,0.446,0.653,-8.751,0.0599,0.00205,0.00667,0.33,0.677,104.386
...And Justice for All - Radio Edit,And Justice for All (Remastered Deluxe Box Set),359937,14,1988/08/25,0.568,0.811,-7.751,0.142,7.80E-05,0.023,0.059,0.433,87.418
"Blackened - Live At Long Beach Arena, Long Beach, CA / December 7th, 1988",And Justice for All (Remastered Deluxe Box Set),121658,12,1988/08/25,0.231,0.969,-10.584,0.0912,0.138,0.458,0.156,0.14,200.031
"For Whom the Bell Tolls - Live At Long Beach Arena, Long Beach, CA / December 7th, 1988",And Justice for All (Remastered Deluxe Box Set),269468,12,1988/08/25,0.37,0.888,-9.961,0.0546,0.188,0.408,0.147,0.191,139.445
"Welcome Home (Sanitarium) - Live At Long Beach Arena, Long Beach, CA / December 7th, 1988",And Justice for All (Remastered Deluxe Box Set),370559,11,1988/08/25,0.375,0.884,-10.559,0.0755,0.289,0.083,0.51,0.332,122.826
"Leper Messiah - Live At Long Beach Arena, Long Beach, CA / December 7th, 1988",And Justice for All (Remastered Deluxe Box Set),345460,11,1988/08/25,0.365,0.869,-10.982,0.108,0.354,0.0457,0.754,0.37,150.525
"Harvester of Sorrow - Live At Long Beach Arena, Long Beach, CA / December 7th, 1988",And Justice for All (Remastered Deluxe Box Set),312391,11,1988/08/25,0.479,0.852,-10.861,0.0552,0.359,0.109,0.658,0.337,106.152
"Eye of the Beholder - Live At Long Beach Arena, Long Beach, CA / December 7th, 1988",And Justice for All (Remastered Deluxe Box Set),366401,11,1988/08/25,0.404,0.89,-10.73,0.0648,0.265,0.00166,0.686,0.307,133.336
"Bass Solo - Live At Long Beach Arena, Long Beach, CA / December 7th, 1988",And Justice for All (Remastered Deluxe Box Set),377951,11,1988/08/25,0.344,0.321,-19.358,0.0639,0.209,0.819,0.35,0.133,130.319
"Master of Puppets - Live At Long Beach Arena, Long Beach, CA / December 7th, 1988",And Justice for All (Remastered Deluxe Box Set),448589,11,1988/08/25,0.364,0.917,-10.521,0.0791,0.0971,0.141,0.353,0.356,117.94
"One - Live At Long Beach Arena, Long Beach, CA / December 7th, 1988",And Justice for All (Remastered Deluxe Box Set),488648,12,1988/08/25,0.43,0.899,-11.429,0.152,0.0959,0.132,0.898,0.0926,105.754
"Seek & Destroy - Live At Long Beach Arena, Long Beach, CA / December 7th, 1988",And Justice for All (Remastered Deluxe Box Set),429415,11,1988/08/25,0.306,0.894,-9.729,0.213,0.109,0.0615,0.372,0.442,162.567
"...And Justice for All - Live At Long Beach Arena, Long Beach, CA / December 7th, 1988",And Justice for All (Remastered Deluxe Box Set),587389,11,1988/08/25,0.352,0.88,-9.216,0.0768,0.0325,0.422,0.912,0.218,94.336
"Encore Jam - Live At Long Beach Arena, Long Beach, CA / December 7th, 1988",And Justice for All (Remastered Deluxe Box Set),49438,10,1988/08/25,0.379,0.837,-10.853,0.083,0.00371,0.672,0.366,0.472,142.789
"Creeping Death - Live At Long Beach Arena, Long Beach, CA / December 7th, 1988",And Justice for All (Remastered Deluxe Box Set),414272,11,1988/08/25,0.35,0.947,-9.338,0.0954,0.00251,0.332,0.32,0.178,121.779
"Fade To Black - Live At Long Beach Arena, Long Beach, CA / December 7th, 1988",And Justice for All (Remastered Deluxe Box Set),392573,12,1988/08/25,0.383,0.82,-8.461,0.0797,0.0115,0.333,0.336,0.253,118.105
"Guitar Solo - Live At Long Beach Arena, Long Beach, CA / December 7th, 1988",And Justice for All (Remastered Deluxe Box Set),353181,10,1988/08/25,0.245,0.747,-11.758,0.164,0.518,0.926,0.626,0.367,143.319
"Battery - Live At Long Beach Arena, Long Beach, CA / December 7th, 1988",And Justice for All (Remastered Deluxe Box Set),284776,11,1988/08/25,0.384,0.974,-8.644,0.0888,0.011,0.637,0.689,0.116,109.478
"Last Caress - Live At UIC Pavilion, Chicago, IL / November 17th, 1988",And Justice for All (Remastered Deluxe Box Set),79626,12,1988/08/25,0.415,0.941,-8.548,0.0521,0.343,1.83E-05,0.688,0.734,105.233
"Am I Evil? - Live At UIC Pavilion, Chicago, IL / November 17th, 1988",And Justice for All (Remastered Deluxe Box Set),225052,11,1988/08/25,0.242,0.97,-8.846,0.133,0.413,0.159,0.49,0.293,182.464
"Whiplash - Live At UIC Pavilion, Chicago, IL / November 17th, 1988",And Justice for All (Remastered Deluxe Box Set),232184,11,1988/08/25,0.199,0.988,-8.761,0.16,0.175,0.0406,0.691,0.0571,194.686
Battery - Remastered,Master Of Puppets (Deluxe Box Set / Remastered),312360,44,1986/03/03,0.481,0.928,-8.799,0.0672,0.00022,0.558,0.106,0.427,96.699
Master Of Puppets - Remastered,Master Of Puppets (Deluxe Box Set / Remastered),515387,51,1986/03/03,0.543,0.836,-9.11,0.0353,0.000647,0.431,0.153,0.56,105.173
The Thing That Should Not Be - Remastered,Master Of Puppets (Deluxe Box Set / Remastered),396107,42,1986/03/03,0.679,0.719,-10.134,0.032,0.000116,0.354,0.128,0.445,111.792
Welcome Home (Sanitarium) - Remastered,Master Of Puppets (Deluxe Box Set / Remastered),387147,60,1986/03/03,0.306,0.766,-9.693,0.0329,0.000324,0.101,0.102,0.42,96.668
Disposable Heroes - Remastered,Master Of Puppets (Deluxe Box Set / Remastered),496627,50,1986/03/03,0.292,0.931,-7.618,0.0919,4.27E-05,0.468,0.0901,0.427,90.61
Leper Messiah - Remastered,Master Of Puppets (Deluxe Box Set / Remastered),339880,40,1986/03/03,0.379,0.808,-8.605,0.0684,5.23E-05,0.794,0.322,0.557,138.694
Orion - Remastered,Master Of Puppets (Deluxe Box Set / Remastered),507227,56,1986/03/03,0.365,0.67,-10.014,0.0386,0.00142,0.892,0.111,0.4,128.488
"Damage, Inc. - Remastered",Master Of Puppets (Deluxe Box Set / Remastered),332465,47,1986/03/03,0.326,0.848,-10.567,0.167,0.000467,0.466,0.134,0.143,91.671
"Battery - Live At The Aragon Ballroom, Chicago, IL / May 25th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),231880,23,1986/03/03,0.33,0.988,-9.704,0.0692,0.124,0.91,0.63,0.16,95.183
"Master Of Puppets - Live At The Aragon Ballroom, Chicago, IL / May 25th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),498027,23,1986/03/03,0.285,0.972,-9.32,0.135,0.251,0.504,0.704,0.207,118.703
"For Whom The Bell Tolls - Live At The Aragon Ballroom, Chicago, IL / May 25th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),254505,21,1986/03/03,0.205,0.942,-8.96,0.0898,0.227,0.0484,0.469,0.281,141.149
"Welcome Home (Sanitarium) - Live At The Aragon Ballroom, Chicago, IL / May 25th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),426464,19,1986/03/03,0.243,0.901,-10.296,0.15,0.0697,0.373,0.865,0.135,121.192
"The Thing That Should Not Be - Live At The Aragon Ballroom, Chicago, IL / May 25th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),374753,18,1986/03/03,0.291,0.992,-9.348,0.101,0.238,0.165,0.948,0.0385,124.928
"(Anesthesia) Pulling Teeth - Live At The Aragon Ballroom, Chicago, IL / May 25th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),177253,20,1986/03/03,0.256,0.672,-13.344,0.0664,0.889,0.772,0.61,0.313,125.462
"Damage, Inc. - Live At The Aragon Ballroom, Chicago, IL / May 25th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),265269,17,1986/03/03,0.204,0.986,-9.273,0.145,0.0702,0.642,0.898,0.192,99.294
"Fade To Black - Live At The Aragon Ballroom, Chicago, IL / May 25th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),407670,19,1986/03/03,0.249,0.929,-8.522,0.144,0.195,0.153,0.389,0.336,118.669
"Seek & Destroy - Live At The Aragon Ballroom, Chicago, IL / May 25th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),441605,19,1986/03/03,0.226,0.968,-9.204,0.13,0.171,0.24,0.745,0.322,160.946
"Creeping Death - Live At The Aragon Ballroom, Chicago, IL / May 25th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),382278,17,1986/03/03,0.236,0.988,-8.681,0.147,0.105,0.639,0.918,0.106,127.945
"The Four Horsemen - Live At The Aragon Ballroom, Chicago, IL / May 25th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),320833,16,1986/03/03,0.242,0.974,-8.459,0.117,0.274,0.282,0.614,0.129,125.084
"Guitar Solo - Live At The Aragon Ballroom, Chicago, IL / May 25th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),191859,15,1986/03/03,0.174,0.914,-12.587,0.125,0.887,0.836,0.655,0.078,113.123
"Am I Evil? - Live At The Aragon Ballroom, Chicago, IL / May 25th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),222404,15,1986/03/03,0.238,0.963,-8.729,0.151,0.124,0.669,0.449,0.154,95.064
"Whiplash - Live At The Aragon Ballroom, Chicago, IL / May 25th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),284249,15,1986/03/03,0.137,0.996,-8.309,0.101,0.165,0.836,0.953,0.0363,89.216
Battery - October 1985 / Work In Progress Rough Mix,Master Of Puppets (Deluxe Box Set / Remastered),309019,17,1986/03/03,0.417,0.871,-10.446,0.0462,0.034,0.964,0.225,0.435,97.827
Master Of Puppets - November 1985 / Work In Progress Rough Mix,Master Of Puppets (Deluxe Box Set / Remastered),523733,18,1986/03/03,0.589,0.774,-11.039,0.0363,0.0787,0.959,0.111,0.658,104.129
The Thing That Should Not Be - December 1985 / Work In Progress Rough Mix,Master Of Puppets (Deluxe Box Set / Remastered),381631,15,1986/03/03,0.693,0.63,-10.76,0.0345,0.00655,0.962,0.134,0.435,111.842
Welcome Home (Sanitarium) - November 1985 / Work In Progress Rough Mix,Master Of Puppets (Deluxe Box Set / Remastered),389196,15,1986/03/03,0.34,0.818,-10.949,0.0387,0.00912,0.963,0.106,0.174,94.813
Disposable Heroes - November 1985 / Work In Progress Rough Mix,Master Of Puppets (Deluxe Box Set / Remastered),505846,15,1986/03/03,0.243,0.727,-8.857,0.0647,0.0182,0.823,0.156,0.399,183.301
Leper Messiah - December 1985 / Work In Progress Rough Mix,Master Of Puppets (Deluxe Box Set / Remastered),345004,14,1986/03/03,0.432,0.735,-8.566,0.047,0.00103,0.573,0.393,0.564,137.805
Orion - November 1985 / Work In Progress Rough Mix,Master Of Puppets (Deluxe Box Set / Remastered),501531,18,1986/03/03,0.522,0.71,-11.215,0.0572,0.0334,0.944,0.14,0.298,129.197
"Damage, Inc. - October 1985 / Work In Progress Rough Mix",Master Of Puppets (Deluxe Box Set / Remastered),254424,14,1986/03/03,0.241,0.793,-10.925,0.0557,0.00992,0.963,0.074,0.803,186.186
The Money Will Roll Right In - Work In Progress Rough Mix,Master Of Puppets (Deluxe Box Set / Remastered),176863,19,1986/03/03,0.577,0.848,-8.766,0.0348,0.00424,0.968,0.209,0.772,117.593
The Prince - Work In Progress Rough Mix,Master Of Puppets (Deluxe Box Set / Remastered),286027,15,1986/03/03,0.247,0.874,-9.386,0.0701,0.000895,0.934,0.364,0.773,157.959
Battery - 1985 / From James Riff Tapes,Master Of Puppets (Deluxe Box Set / Remastered),16326,0,1986/03/03,0.342,0.0533,-21.808,0.0404,0.973,0.919,0.111,0,149.729
Battery - 1985 / From James Riff Tapes 2,Master Of Puppets (Deluxe Box Set / Remastered),67257,14,1986/03/03,0.225,0.442,-11.159,0.0538,0.321,0.947,0.144,0.539,96.203
Master Of Puppets - 1985 / From Kirks Riff Tapes,Master Of Puppets (Deluxe Box Set / Remastered),37311,16,1986/03/03,0.322,0.407,-20.611,0.0675,0.983,0.802,0.468,0.621,82.799
Master Of Puppets - 1985 / From James Riff Tapes,Master Of Puppets (Deluxe Box Set / Remastered),100618,23,1986/03/03,0.623,0.257,-16.982,0.0525,0.952,0.346,0.127,0.657,96.815
Master Of Puppets - 1985 / From James Riff Tapes 2,Master Of Puppets (Deluxe Box Set / Remastered),29032,1,1986/03/03,0.339,0.457,-15.154,0.105,0.334,0.000212,0.308,0.733,148.983
The Thing That Should Not Be - 1985 / From James Riff Tapes,Master Of Puppets (Deluxe Box Set / Remastered),34913,13,1986/03/03,0.723,0.287,-19.952,0.119,0.248,0.721,0.106,0.127,91.288
Welcome Home (Sanitarium) - 1985 / From James Riff Tapes,Master Of Puppets (Deluxe Box Set / Remastered),127267,15,1986/03/03,0.495,0.354,-16.46,0.032,0.729,0.912,0.102,0.244,96.008
